名称,拼音,英文名,拉丁名,类别,来源,产地,性状,品质,性味,功效
杜仲,Duzhong,Eucommia Bark,Eucommiae Cortex,皮类,杜仲科植物杜仲Eucommia ulmoides Oliv.的干燥树皮。,主产贵州、四川、陕西、湖北等地。,干燥树皮，为平坦的板片状或卷片状，大小厚薄不一，一般厚约3~10mm，长约40~100cm。外表面灰棕色，粗糙，有不规则纵裂槽纹及斜方形横裂皮孔，有时可见淡灰色地衣斑。但商品多已削去部分糙皮，故外表面淡棕色，较平滑。内表面光滑，暗紫色。质脆易折断，断面有银白色丝状物相连，细密，略有伸缩性。气微，味稍苦，嚼之有胶状残余物。,以皮厚而大，糙皮刮净，外面黄棕色，内面黑褐色而光，折断时白丝多者为佳。,甘，温。,补肝肾，强筋骨，安胎。治腰脊酸疼，足膝痿弱，小便余沥，阴下湿痒，胎漏欲堕，胎动不安，高血压。
关黄柏,Guanhuangbai,Chinese Corktree Bark,Phellodendri Amurensis Cortex,皮类,芸香科植物黄檗Phellodendron amurense Rupr.的干燥树皮。,主产东北地区。,药材呈板状，长宽不一，厚2~4mm。外表面黄绿色或淡棕黄色，较平坦，有不规则的纵裂纹，皮孔痕小而少见，偶有灰白色的粗皮残留。内表面黄色或黄棕色。体轻，质较硬，断面鲜黄色或黄绿色，纤维性，有的呈裂片装分层。气微，味极苦，嚼之有粘性。,以皮厚断面黄色者为佳。,苦，寒。,清热燥湿，泻火除蒸，解毒疗疮。用于湿热泻痢、黄疸、带下、热淋、脚气、骨蒸劳热、盗汗、遗精、疮疡肿毒。
黄柏,Huangbai,Amur Corktree Bark,Phellodendri Chinensis Cortex,皮类,芸香科植物黄皮树Phellodendron chinense Schneid.的干燥树皮。习称“川黄柏”。,主产四川、重庆、贵州等地。,呈板片状或浅槽状，长宽不一，厚3~6mm。外表面黄褐色或黄棕色，平坦或具纵沟纹，有的可见皮孔痕及残存的灰褐色粗皮。内表面暗黄色或淡棕色，具细密的纵棱纹。体轻，质硬，断面纤维性，呈裂片状分层，深黄色。气微，味甚苦，嚼之有粘性。,以皮厚断面黄色者为佳。,苦，寒。,清热燥湿，泻火除蒸，解毒疗疮。用于湿热泻痢，黄疸，带下，热淋，脚气，骨蒸劳热，盗汗，遗精，疮疡肿毒，湿疹瘙痒。
厚朴,Houpo,Officinal Magnolia Bark,Magnoliae Officinalis Cortex,皮类,木兰科植物厚朴Magnolia officinalis Rehd. et Wils的干燥干皮、根皮以及枝皮。,主产四川、浙江、湖北、湖南等地。,干皮：呈卷筒状或双卷筒状，长30~35cm，厚2~7mm，习称“筒朴”；近根部的干皮一端展开如喇叭口，习称“靴筒朴”。外表面灰棕色或灰褐色，粗糙，栓皮呈鳞片状，较易剥落，有明显的椭圆形皮孔和纵皱纹，刮去栓皮者显黄棕色；内表面紫棕色或深紫褐色，具细密纵纹，划之显油痕。质坚硬，不易折断。断面颗粒性，外层灰棕色，内层紫褐色或棕色，有油性，有的可见多数小亮星。气香，味辛辣，微苦。根皮 (根朴) ：为主根及支根的皮，厚3~5mm，形状不一，有卷筒状、片块状、羊耳状等；细小很皮形弯曲如鸡肠，习称“鸡肠朴”。外表面灰黄色或灰褐色色。质稍坚硬，较易折断，断面纤维性。枝皮 (枝朴) ：呈单筒状，长10~20cm，厚1~2mm。外表面灰褐色，内表面黄棕色。质脆，易折断，断面纤维性。,均以皮厚、肉细、油性大，断面紫棕色、有小亮星、气味浓厚者为佳。,苦、辛，温。,行气消积；燥湿除满；降逆平喘。主治食积气滞；腹胀便秘；湿阻中焦，脘痞吐泻；痰壅气逆；胸满喘咳。
苦楝皮,Kulianpi,Chinaberry - Tree Bark,Meliae Cortex,皮类,楝科植物川楝Melia toosendan Sieb. et Zucc.或楝Melia azedarach L.的干燥树皮及根皮。,主产四川、贵州、湖北、河南等地。,根皮：呈不规则条块、片状或槽状，长短宽窄不一，厚约3~6mm。外表面灰褐色或灰棕色，皮孔大而明显，有不规则的纵裂深沟纹，木栓层常作鳞片状，衰老的栓皮常剥落。露出砖红色的内皮；内表面淡黄色有细纵纹。质坚韧，不易折断。断面纤维成层，可层层剥离，剥下的薄片，有极细的网纹。气微弱，味极苦。树皮：呈槽形的片状或长卷筒状。长短不一，长约30~100cm，宽3~10cm，厚3~7mm，外表面灰褐色或灰棕色，较平坦，有多数纵向裂纹及横向延长的皮孔。内表面白色或淡黄色。质坚脆，易折断，断面纤维性层片状。气味与根皮同。,以干燥、皮厚、条大、无槽朽、去栓皮者为佳。,苦，寒，有毒。,清热，燥湿，杀虫。治蛔虫，蛲虫，风疹，疥癣。
牡丹皮,Mudanpi,Tree Peony Root - bark,Moutan Cortex,皮类,毛茛科植物牡丹Paeonia suffruticosa Andr.的干燥根皮。,主产四川、安徽、河南、山东等地。,呈筒状或半筒状，有纵剖开的缝，略向内卷曲或张开，长5~20cm，直径0.5~1.2cm，厚0.1~0.4cm。原丹皮外表面灰褐色或黄褐色，有多数横长皮孔及细根痕，栓皮脱落处粉红色；刮丹皮粉红色或淡红色。内表面淡灰黄色或浅棕色，有明显的细纵纹，常见发亮的结晶 (系针、柱状牡丹酚结晶) 。质硬而脆，易折断。断面较平坦，淡粉红色，粉性，纹理不明显。气芳香，味微苦而涩，有麻舌感 。,以条粗长、皮厚、无木心、断面粉白色、具粉性、“亮银星”多、香气浓者为佳。,苦、辛，微寒。,清热凉血；活血散瘀。温热病热入血分；发斑；吐衄；热病后期热伏阴分发热；阴虚骨蒸潮热；血滞经闭；痛经；痈肿疮毒；跌扑伤痛；风湿热痹。
秦皮,Qinpi,Ash Bark,Fraxini Cortex,皮类,木犀科植物苦枥白蜡树Fraxinus rhynchophylla Hance.、白蜡树Fraxinus chinensis Roxb.以及尖叶白蜡树Fraxinus szaboana Lingelsh.或宿柱白蜡树Fraxinus stylosa Lingelsh.的干燥枝皮或干皮。,主产东北地区。,枝皮：呈卷筒状或槽状，长10~60cm，厚1.5~3mm。外表面灰白色、灰棕色至黑棕色或相间呈斑状，平坦或稍粗糙，并有灰白色圆点状皮孔及细斜皱纹，有的具分枝痕；内表面黄白色或棕色，平滑。质硬而脆，断面纤维性，黄白色。无臭，味苦。干皮：为长条状块片，厚3~6mm。外表面灰棕色，有红棕色圆形或横长的皮孔及龟裂状沟纹。质坚硬，断面纤维性较强。,以条长、外皮薄而光滑者为佳。,苦，寒。,清热燥湿，清肝明目，收涩止痢，止带。用于热毒泻痢，带下阴痒，肝热目赤肿痛，目生翳障。
肉桂,Rougui,Cassia Bark,Cinnamomi Cortex,皮类,樟科植物肉桂Cinnamomum cassia Presl的干燥树皮。,主产广东、广西、福建、海南等地。,企边桂：呈长片状槽状形，左右两边向内卷曲，卷边呈半筒形，槽的中心略凸起，外皮下凹，长43cm左右，宽4~6cm，外皮棕灰白色或棕褐色，两端各有5mm削去栓皮的斜面呈棕色。全体有不规则的横生皮孔和多数微突起的小瘤点。偶有略突起的横纹及灰绿色花纹 (苔藓类植物着生后留下的痕迹，俗称彩皮) 。内表面暗红棕色或棕色，光洁，用指甲刮划时可见深棕色油纹。气芳香浓烈，味甜辣。板桂：呈板片状，两边稍向内弯曲，长43cm，宽13~15cm，厚0.6cm，外皮粗糙，灰褐色；内皮暗紫色，断面油层棕褐色，外层棕红色，一般油少渣多，香气及甜辣味较淡。油桂：呈半边竹筒状槽形，两端略呈斜面，长43cm，外表呈灰棕色或棕褐色，常有灰绿色花斑 (彩皮)，内表皮暗棕色，质硬而脆，断面内层油层集中分明，稍有光泽，黑色或棕褐色，外层紫红色，气味浓烈，味甜辛。桂通：呈双圆筒形或圆筒形，长35cm，厚0.1~0.3cm，外表灰棕色，有细皱纹及小裂，皮孔椭圆形，偶有凸起横纹及灰色花纹。内表皮暗棕色。质硬而脆，断面紫红色或棕红色，气香，味甜辣。又名“桂皮”、“桂尔通”。桂心：形态与桂通相同，只是外表的栓皮层已被刮除干净，内外皮均呈棕黄色。桂碎：大小不规则片块状或短卷筒状，外皮灰棕色，断面和内皮呈棕色或棕褐色，气香，味甜辣。,以完整不碎、皮厚体重、外表面具细皱纹，油性大、香气浓者为佳。,辛、甘，大热。,补火助阳，引火归源，散寒止痛，活血通经。暖脾胃，除积冷，通血脉。治命门火衰，肢冷脉微，亡阳虚脱，腹痛泄泻，寒疝奔豚，腰膝冷痛，经闭症瘕，阴疽，流注，及虚阳浮越，上热下寒。
桑白皮,Sangbaipi,White Mulberry Root - bark,Mori Cortex,皮类,桑科植物桑Morus alba L.的干燥根皮。,主产浙江、江苏、安徽、湖南、四川等地。,长片状槽状形，左右两边向内卷曲，卷边呈半筒形，槽的中呈长而扭曲的板片状，筒状或两边向内卷成槽状，长短宽窄不一，厚0.1~0.5cm。外表面淡黄白色，有少数棕黄色或红棕色斑点 (残留栓皮)，内表面黄白色或灰黄色，平滑，有细纵纹，有的纵向裂开，露出纤维。体轻质韧，难折断，易纵向撕裂，撕裂时有白色粉尘飞出，气微，味微甜。,以色白、皮厚、粉性足者为佳。,甘，寒。,泻肺平喘，利水消肿。用于肺热咳喘，面目浮肿，小便不利等症。
土荆皮,Tujingpi,Golden Larch Root - bark or Bark,Pseudolaricis Cortex,皮类,松科植物金钱松Pseudolarix kaempferi Gord.的干燥根皮及近根皮。,主产浙江、江苏、安徽、湖南、福建等地。,本品根皮呈不规则的长条状，扭曲而稍卷，大小不一，厚2~5mm。外表面灰黄色，粗糙，有皱纹及灰白色横向皮孔，粗皮常呈鳞片状剥落，剥落处红棕色。内表面黄棕色至红棕色，平坦，有细致的纵向纹理。质韧，折断面呈裂片状，可层层剥离。气微，味苦而涩。树皮呈板片状，厚约至8mm，粗皮较厚，外表面龟裂状，内表面较粗糙。,以皮厚、条长、坚实者为佳。,辛，温，有毒。,杀虫，止痒。用于疥癣瘙痒。
五加皮,Wujiapi,SlenderstyleAcanthopanax Root - bark,Acanthopanacis Cortex,皮类,五加科植物细柱五加Acanthopanax gracilistylus W.W. Smith的干燥根皮。,主产于湖北、河南、安徽、四川等地区。,本品呈不规则卷筒状。外表面灰揭色，有稍扭曲的纵皱纹和横长皮孔样斑痕；内表皮淡黄色或灰黄色，有细纵纹。体轻，质脆，易折断，断面不整齐，灰白色，气微香，味微辣而苦。,以皮厚、气香、断面灰白色为佳。,辛、苦，温。,祛风除湿，补益肝肾，强筋壮骨，利水消肿。用于风湿痹病，筋骨痿软，小儿行迟，体虚乏力，水肿，脚气。
香加皮,Xiangjiapi,Chinese Silkvine Root - bark,Periplocae Cortex,皮类,萝摩科植物杠柳Periploca sepium Bge. 的干燥根皮。,主产于山西、河南、河北、山东等地。,呈卷筒状，少数为不规则卷片，厚2~4mm。外表面灰棕色或黄棕色，栓皮易鳞片状剥落而现黄白色内皮；内表面淡黄色或红棕色，有细纵纹。质脆，断面不整齐，淡黄色。有特异香气，味苦。,以条粗、皮厚、呈卷筒状、无木心、香气浓浊、味苦者为佳。,辛、苦，温，有毒。,利水消肿，祛风湿，强筋骨。用于下肢浮肿、心悸气，风寒湿痹，腰膝酸软。
茯苓,Fuling,Indian BueadTuckahoe,Poria,菌藻类,多孔菌科真菌茯苓Poria cocos (Schw.) Wolf的干燥菌核。,主产于安徽、江西、江苏、浙江等地。,常见者为其菌核体。多为不规则的块状，球形、扁形、长圆形或长椭圆形等，大小不一，小者如拳，大者直径达20~30cm，或更大。表皮淡灰棕色或黑褐色，呈瘤状皱缩，内部白色稍带粉红，由无数菌丝组成。子实体伞形，直径0.5~2mm，口缘稍有齿；有性世代不易见到，蜂窝状，通常附菌核的外皮而生，初白色，后逐渐转变为淡棕色，孔作多角形，担子棒状，担孢子椭圆形至圆柱形，稍屈曲，一端尖，平滑，无色。有特殊臭气。,以体重坚实、外皮棕褐色、皮纹细、无裂隙、断面白色细腻、粘牙力强者为佳。,甘、淡，平。,渗湿利水，健脾和胃，宁心安神。小便不利；水肿胀满；痰饮咳逆；呕吐；脾虚食少；泄泻；心悸不安；失眠健忘；遗精白浊。
海金沙,Haijinsha,Japanese Climbing Fern Spore,Lygodii Spora,菌藻类,海金沙科植物海金沙Lygodium japonicum (Thunb.) Sw.的干燥成熟孢子。,主产湖南、湖北、江苏、浙江等地。,孢子为细小，均匀的颗粒，多则聚成粉末状.棕黄色或淡棕黄色。质轻，用手捻之有光滑感，置手掌中，可由指缝间滑落。在扩大镜下观察为大小均匀，近圆形或钝三角形的四面体，三角锥状的颗粒。顶面观成三角锥形，并可见三叉状裂隙，侧面观成三角形，并可见外壁颗粒状细纹。,以粒细、质轻、有光滑感者为佳。,甘，寒。,清利湿热，通淋止痛。用于热淋、砂淋、血淋、膏淋、尿道涩痛。
海藻,Haizao,Seaweed,Sargassum,菌藻类,马尾藻科植物海蒿子Sargassum pallidum (Turn.) C. Ag. 或羊栖菜Sargassum fusiforme (Harv.) Setch. 的干燥藻体。前者习称“大叶海藻”，后者习称“小叶海藻”。,主产辽宁省和山东沿海地区。,大叶海藻：皱缩卷曲，黑褐色，有的被白霜，长30~60cm。主干呈圆柱状，具圆锥形突起，主枝自主干两侧生出，侧枝自主枝叶腋生出，具短小的刺状突起。初生叶披针形或倒卵形，长5~7cm，宽约1cm，全缘或具粗锯齿；次生叶条形或披针形，叶腋间有着生条状叶的小枝。气囊黑褐色，球形或卵圆形，有的有柄，顶端钝圆，有的具细短尖。质脆，潮润时柔软；水浸后膨胀，肉质，黏滑。气腥，味微咸。小叶海藻：较小，长15~40cm。分枝互生，无刺状突起。叶条形或细匙形，先端稍膨大，中空。气囊腋生，纺锤形或球形，囊柄较长。质较硬。,以黑褐色、白霜少、枝嫩者为佳。,苦、咸，寒。,软坚散结，消痰，利水。用于瘿瘤，瘰疬、睾丸肿痛，痰饮水肿。
灵芝,Lingzhi,Lucid Ganoderma,Ganoderma,菌藻类,"多孔菌科真菌赤芝Ganoderma lucidum (Leyss.ex Fr.) Karst.或紫芝Ganoderma sinense Zhao, Xu et Zhang的干燥子实体。",主产华东、西南地区以及河北、广西等地。,赤芝：外形呈伞状，菌盖肾形、半圆形或近圆形，直径10~18cm，厚1~2cm。皮壳坚硬，黄褐色至红褐色，有光泽，具环状棱纹和辐射状皱纹，边缘薄而平截，常稍内卷。菌肉白色至淡棕色。菌柄圆柱形，侧生，少偏生，长7~15cm，直径1~3.5cm，红褐色至紫褐色，光亮。孢子细小，黄褐色。气微香，味苦涩。紫芝：皮壳紫黑色，有漆样光泽。菌肉锈褐色。菌柄长17~23cm。栽培灵芝：子实体较粗壮、肥厚，直径12~22cm，厚1.5~4cm。皮壳外常被有大量粉尘样的黄褐色孢子。,以个大、肉厚、光泽明显者为佳。,甘，平。,补气安神，止咳平喘。用于眩晕不眠，心悸气短，虚劳咳喘。
猪苓,Zhuling,Agaric,Polyporus,菌藻类,多孔菌科真菌猪苓Polyporus umbellatus (Pers.) Fries的干燥菌核。,主产于陕西、山西、河南、云南等地。,猪苓呈条形、类圆形或扁块状，有的有分枝，长5~25cm，直径2~6cm。体轻，质硬，略呈颗粒状。表面黑色、灰黑色或棕黑色，皱缩或有瘤状突起，断面类白色或黄白色。气微，味淡。,以个大、体结、质重、皮黑光亮、肉白、粉性足者为佳。,甘、淡，平。,利水渗湿。用于小便不利，水肿，泄泻，淋浊，带下。
昆布,Kunbu,Kelp,Laminariae Thallus Eckloniae Thallus,菌藻类,海带科植物海带Laminaria japonica Aresch.或翅藻科植物昆布 (鹅掌菜) Ecklonia kurome Okam.的干燥叶状体。,主产辽宁、山东等地。,海带：卷曲折叠成团状，或缠结成把。全体呈黑褐色或绿褐色，表面附有白霜。用水浸软则膨胀成扁平长带状，长50~150cm，宽10~40cm，中部较厚，边缘较薄而呈波状。类革质，残存柄部扁圆柱状。气腥，味咸。昆布：卷曲皱缩成不规则团状。全体呈黑色，较薄。用水浸软则膨胀呈扁平的叶状，长宽约为16~26cm，厚约1.6mm；两侧呈羽状深裂，裂片呈长舌状，边缘有小齿或全缘。质柔滑。,以片大、体侯、青绿色者为佳。,咸，寒。,软坚散结，消痰，利水。用于瘿瘤，瘰疬，睾丸肿痛，痰饮水肿。
阿魏,Awei,Chinese Asafoe tidaSinkiang Ferula,Ferulae Resina,树脂类,伞形科植物新疆阿魏Ferula sinkiangensis K. M. Shen 或阜康阿魏Ferula fukanensis K. M. Shen 的树脂。春末夏初盛花期至初果期，分次由茎上部往下斜割，收集渗出的乳状树脂，阴干。,主产中亚地区以及伊朗、阿富汗等地。,该品为不规则的块状和脂膏状。颜色深浅不一，表面蜡黄色至棕黄色。块状者体轻、质地似蜡，断面稍有孔隙；新鲜切面颜色较浅，放置后色渐深。脂膏状者粘稠，灰白色。具强烈而持久的蒜样特异臭气，味辛辣，嚼之有灼烧感。,以块状、败蒜气强烈、断面乳白色或稍带微红涩者为佳。,苦、辛，温。,消积，散痞，杀虫。用于肉食积滞，瘀血徵瘕，腹中痞块，虫积腹痛。
枫香脂,Fengxiangzhi,Beautiful Steetgum Resin,Liquidambaris Resina,树脂类,金缕梅科植物枫香树Liquidambar formosana Hance 的干燥树脂。7、8 月间割裂树干，使树脂流出，10月至次年4月采收，阴干。,主产江西、福建、云南、浙江等地。,本品呈不规则块状，或呈类圆形颗粒状，大小不等，直径多在0.5~1cm之间，少数可达3cm。表面淡黄色至黄棕色，半透明或不透明。质脆易碎，破碎面具玻璃样光泽。气清香，燃烧时香气更浓，味淡。,以完整、半透明、气香者为佳。,辛、苦，平。,祛风活血；解毒止痛；止血；生肌。用于痈疽；疮疹；瘰疬；齿痛；痹痛；瘫痪；吐血；衄血；咯血；外伤出血；皮肤皲裂。
没药,Moyao,Myrrh,Myrrha,树脂类,橄榄科植物没药树Commiphora myrrha Engl. (C. molmol Engler) 及同属他种植物的树干皮部渗出的油胶树脂。一般在11月至次年2月间采收，但亦有在6~7月间采收，采收后拣净树及其他杂质即得。,主产索马里、埃塞俄比亚、阿拉伯半岛及印度等地。,天然没药：呈不规则颗粒性团块，大小不一，大者直径长达6cm以上。表面黄棕色或红棕色，近半透明部分呈棕黑色，被有黄色粉尘。质坚脆，破碎面不整齐，无光泽；有特异香气，味苦而微辛。胶质没药：成不规则块状，多黏结成大小不等的团块。表面深棕色或黄棕色，不透明；质坚实或疏松。味苦而有黏性。,以块大、色红棕、半透明、香气浓而持久、杂质少者为佳。,辛、苦，平。,散血去瘀，消肿定痛。
乳香,Ruxiang,Frankincense,Olibanum,树脂类,橄榄科乳香树属植物乳香树Boswellia carterii Birdw.、药胶香树Boswellia bhaw-dajiana Birdw.及野乳香树Boswellia neglecta M. Moore等，以其树干皮部伤口渗出的油胶树脂入药。春夏均可采。,主产索马里、埃塞俄比亚、阿拉伯半岛及印度等地。,多呈小形乳头状、泪滴状颗粒或不规则的小块，长0.5~3cm，有时粘连成团块。淡黄色，常带轻微的绿色、蓝色或棕红色。半透明。表面有一层类白色粉尘，除去粉尘后，表面仍无光泽。质坚脆，断面蜡样，无光泽，亦有少数呈玻璃样光泽。气微芳香，味微苦。嚼之，初破碎成小块，迅即软化成胶块，粘附牙齿，唾液成为乳状，并微有香辣感。遇热则变软，烧之微有香气 (但不应有松香气)，冒黑烟，并遗留黑色残渣。与少量水共研，能形成白色乳状液。,以淡黄色、颗粒状、半透明、无砂石树皮杂质、粉末粘手、气芳香者为佳。,辛、苦，温。,调气活血，定痛，追毒。治气血凝滞、心腹疼痛，痈疮肿毒，跌打损伤，痛经，产后瘀血刺痛。
血竭,Xuejie,Dragon’s Blood,Draconis Sanguis,树脂类,棕榈科植物麒麟竭Daemonorops draco Blume.果实渗出的树脂经加工制成。,主产索马里、埃塞俄比亚、阿拉伯半岛及印度等地。,干燥树脂呈不定形的块状物，大小不等，表面有沟纹及因布包而遗留的布纹，赤褐色或紫褐色。质硬而脆，断面紫褐色至黑褐色，有玻璃样光泽，有时有小孔。用火燃之，冒烟呛鼻。研成粉末则呈鲜艳的深红色。无香气，味甘而咸，嚼之砂样。,以外色黑似铁、研面红似血、火燃呛鼻者为佳。,甘、咸，平。,活血散瘀，定痛，止血生肌。
斑蝥,Banmao,Chinese Blistering Beetle,Mylabris,动物类,芫菁科昆虫南方大斑蝥Mylabris phalerata Pallas 或黄黑小斑蝥Mylabris cichorii L.的干燥体。夏、秋二季捕捉，闷死或烫死，晒干。,主产于安徽、河南、贵州、湖南、广西等地。,南方大斑蝥：呈长圆形，长1.5~2.5cm，宽0.5~1cm。头及口器向下垂，有较大的复眼及触角各1对，触角多己脱落。背部具革质鞘翅1对，黑色，有3条黄色或棕黄色的横纹；鞘翅下面有棕褐色薄膜状透明的内翅2片。胸腹部乌黑色，胸部有足3对。有特殊的臭气。黄黑小斑蝥：体型较小，长1~1.5cm。,以个大、完整、颜色鲜明、无败油气者为佳。,辛，热，有大毒。,破血消癓，攻毒蚀疮。用于癓瘕肿块，积年顽癣，瘰疬，赘疣，痈疽不溃，恶疮死肌。
鳖甲,Biejia,Turtle Carapace,Trionycis Carapax,动物类,鳖科动物鳖Trionyx sinensis Wiegmann 的背甲。多秋冬二季捕捉，杀死后置沸水中烫至背甲上的硬皮能够剥落时，取出，剥取背甲，除去残肉，晒干。,主产于安徽、江苏、湖北、河南等地。,为卵圆形或椭圆形的骨片，背部微隆起，前后端微向内卷曲。长约10~23cm，宽8~17cm，厚约5mm。背甲中央有不显明的骨节隆起，两侧各有八条左右对称的横凹纹。背面为灰褐色并有皱褶及突起状斑点。甲的边缘呈齿状，类白色。腹面灰白色，有骨隆起明显，两侧对称的肋各8条。质坚硬。臭微腥，味咸。,以身干、个大、无残肉、洁净者为佳。,咸，寒。,滋肾潜阳，软坚散结。主治骨蒸劳热、疟母、胁下坚硬、腰痛，经闭症瘕等症。
蟾酥,Chansu,Dried Toads Venom,Bufonis Venenum,动物类,蟾蜍科动物中华大蟾蜍Bufo bufo gargarizans Cantor或黑眶蟾蜍Bufo melanostictus Schneider的干燥分泌物。多于夏、秋二季捕捉蟾蜍，洗净，挤取耳后腺及皮肤腺的白色浆液，加工，干燥。,主产于江苏、河北、辽宁、山东等地。,本品呈扁圆形团块状或片状。棕褐色或红棕色。团块状者质坚，不易折断，断面棕褐色，角质状，微有光泽；片状者质脆，易碎，断面红棕色，半透明。气微腥，味初甜而后有持久的麻辣感，粉末嗅之作嚏,以断面角质样、红棕色、半透明而有光泽者为佳。,辛，温，有毒。,解毒，止痛，开窍醒神。用于痈疽疔疮，咽喉肿痛，中暑神昏，腹痛吐泻。
蝉蜕,Chantui,Cicada Slough,Cicadae Periostracum,动物类,蝉科昆虫黑蚱Cryptotympana pustulata Fabricius的幼虫羽化时脱落的皮壳。夏、秋二季收集，除去泥沙，晒干。,主产于河南、河北、江苏、四川、山东等地。,全形似蝉而中空，稍弯曲。长约4cm，宽约2cm。表面黄棕色，半透明，有光泽。头部有丝状触角1对，多已断落，复眼突出，颈部先端突出，口吻发达，上唇宽短，下唇伸长成管状。胸部背面呈十字形裂片，裂口向内卷曲，脊背两旁具有小翅2对；腹面有足3对，被黄棕色细毛。腹部钝圆，共9节。体轻，中空，易碎。无臭，味淡。,以体形完整、亮黄色者为佳。,甘，寒。,散风除热，利咽，透疹，退翳，解痉。用于风热感冒，咽痛，音哑，麻疹不透，风疹瘙痒，目赤翳障，惊风抽搐，破伤风。
虫白蜡,Chongbaila,Chinese Cera,Cera Chinensis,动物类,介壳虫科昆虫白蜡虫Ericerus pela (Chavannes) Guerin的雄虫群栖于木犀科植物白蜡树Fraxinus chinensis Roxb.、女贞Ligustrum lucidum Ait.或女贞属他种植物枝干上分泌的蜡，经精制而成。,主产于贵州、云南、四川、湖南等地。,整者多为圆形厚块，一般已打碎成不规则块状，大小不一。白色，或微带黄色，不透明或微透明；表面平滑或稍显皱纹，有光泽，触之有滑腻感。体轻，能浮于水面；质硬而稍脆，用手搓捏则粉碎。断面不平正，呈针状结晶形，或显小颗粒状，具玻璃样光泽。有微弱的特异臭气，味淡，嚼之如细沙样。不溶于水、醚及氯仿中，可溶于苯及石油醚中。熔点80~83℃。,以色白、质硬、致密而无气泡。无败油气味者为佳。,甘，温。,止血，生肌，定痛。治金疮出血，尿血、下血，疮疡久溃不敛，下疳。
地龙,Dilong,Earthworm,Pheretima,动物类,巨蚓科动物参环毛蚓Pheretima aspergillum (E. Perrier) 、通俗环毛蚓Pheretima vulgaris Chen、威廉环毛蚓Pheretima guillelmi (Michaelsen) 或栉盲环毛蚓Pheretima pectinifera Michaelsen 的干燥体。前一种习称“广地龙”，后三种习称“沪地龙”。广地龙春季至秋季捕捉，沪地龙夏季捕捉，及时剖开腹部，除去内脏及泥沙，洗净，晒干或低温干燥。,主产于广东、广西、福建等地。,广地龙：呈长条状薄片，弯曲，边缘略卷，长15~20cm，宽1~2cm。全体具环节，背部棕褐色至紫灰色，腹部浅黄棕色；第14~16环节为生殖带，习称“白颈”，较光亮。体前端稍尖，尾端钝圆，刚毛圈粗糙而硬，色稍浅。雄生殖孔在第18节腹侧刚毛圈一小孔突上，外缘有数环绕的浅皮褶，内侧刚毛圈隆起，前面两边有横排 (一排或二排) 小乳突，每边10~20个不等。受精囊孔2对，位于7/8至8/9环节间一椭圆形突起上，约占节周5/11。体轻，略呈革质，不易折断。气腥，味微咸。沪地龙：长8~15cm，宽0.5~1.5cm。全体具环节，背部棕褐色至黄褐色，腹部浅黄棕色；受精囊孔3对，在6/7至8/9环节间。第14~16环节为生殖带，较光亮。第18环节有一对雄生殖孔。通俗环毛蚓的雄交配腔能全部翻出，呈花菜状或阴茎状；威廉环毛蚓的雄交配腔孔呈纵向裂缝状；栉盲环毛蚓的雄生殖孔内侧有1或多个小乳突。,以条大、肉厚者为佳。,咸，寒。,清热定惊，通络，平喘，利尿。用于高热神昏，惊痫抽搐，关节痹痛，肢体麻木，半身不遂，肺热喘咳，尿少水肿，高血压。
阿胶,Ejiao,Ass-hide Gelatin,Asini Corii Colla,动物类,马科动物驴Equus asinus L.的皮，经煎煮、浓缩制成的固体胶。,主产于山东东阿、河南、江苏、浙江等地。,正品阿胶为长方形或方形块，质硬而脆，无油孔、气孔及明显刀纹。表面平滑有光泽，断面对光照视呈棕色半透明状，胶块表面当以黄透如琥珀色，光黑如漆。气微，味微甘。,以色匀、质脆、半透明、断面光亮者为佳。,甘，平。,补血，止血，滋阴润燥。
蛤蚧,Gejie,Giant Gecko,Gecko,动物类,壁虎科动物蛤蚧Gekko gecko Linnaegus的干燥体。全年均可捕捉，除去内脏，拭净，用竹片撑开，使全体扁平顺直，低温干燥。,主产于广东、广西、云南等地。,该品呈扁片状，头颈部及躯干部长9~18cm，头颈部约占三分之一，腹背部宽6~11cm，尾长6~10cm。头略呈扁三角状，两眼多凹陷成窟窿，口内有细齿，生于颚的边缘，无异型大齿。吻部半圆形，吻鳞不切鼻孔，与鼻鳞相连，上鼻鳞左右各1片，上唇鳞12~14对，下唇鳞 (包括颏鳞) 21片。腹背部呈椭圆形，腹薄。背部呈灰黑色或银灰色，有黄白色或灰绿色斑点散在或密集成不显著的斑纹，脊椎骨及两侧肋骨突起。四足均具5趾；趾间仅具蹼迹，足趾底有吸盘。尾细而坚实，微现骨节，与背部颜色相同，有6~7个明显的银灰色环带。全身密被圆形或多角形微有光泽的细鳞，气腥，味微咸。,以背色青、起细鳞纹、头体大完整、尾粗而长、五指不破碎者为佳。,咸，平。,补肺益肾，纳气平喘，助阳益精。
